sciName,comName,speciesCode
Ptilinopus granulifrons,Carunculated Fruit-Dove,cafdov1
Ptilinopus melanospilus,Black-naped Fruit-Dove,bknfrd1
Ptilinopus nainus,Dwarf Fruit-Dove,dwafrd1
Ptilinopus arcanus,Negros Fruit-Dove,nefdov1
Ptilinopus victor,Orange Dove,oradov1
Ptilinopus luteovirens,Golden Dove,goldov1
Ptilinopus layardi,Whistling Dove,veldov1
Ptilinopus [undescribed form],Manui Fruit-Dove (undescribed form),manfrd1
Ptilinopus sp.,fruit-dove sp.,fruitd1
Drepanoptila holosericea,Cloven-feathered Dove,clfdov1
Alectroenas nitidissimus,Mauritius Blue-Pigeon,mabpig2
Alectroenas payandeei,Rodrigues Blue-Pigeon,rodblp1
Alectroenas madagascariensis,Madagascar Blue-Pigeon,mabpig1
Alectroenas sganzini,Comoro Blue-Pigeon,cobpig1
Alectroenas pulcherrimus,Seychelles Blue-Pigeon,sebpig1
Ducula poliocephala,Pink-bellied Imperial-Pigeon,pbipig1
Ducula forsteni,White-bellied Imperial-Pigeon,wbipig1
Ducula mindorensis,Mindoro Imperial-Pigeon,miipig2
Ducula radiata,Gray-headed Imperial-Pigeon,gyhimp1
Ducula carola,Spotted Imperial-Pigeon,spipig3
Ducula aenea,Green Imperial-Pigeon,gripig1
Ducula aenea [aenea Group],Green Imperial-Pigeon (Green),grnimp1
Ducula aenea nuchalis,Green Imperial-Pigeon (Maroon-naped),grnimp3
Ducula aenea paulina,Green Imperial-Pigeon (Rufous-naped),grnimp4
Ducula oenothorax,Enggano Imperial-Pigeon,grnimp5
Ducula nicobarica,Nicobar Imperial-Pigeon,grnimp2
Ducula perspicillata,Spectacled Imperial-Pigeon,wheimp2
Ducula neglecta,Seram Imperial-Pigeon,wheimp1
Ducula concinna,Elegant Imperial-Pigeon,elipig1
Ducula pacifica,Pacific Imperial-Pigeon,paipig1
Ducula rubricera,Red-knobbed Imperial-Pigeon,rkipig1
Ducula rubricera rubricera,Red-knobbed Imperial-Pigeon (Pink-necked),rekimp1
Ducula rubricera rufigula,Red-knobbed Imperial-Pigeon (Gray-necked),rekimp2
Ducula oceanica,Micronesian Imperial-Pigeon,miipig1
Ducula aurorae,Polynesian Imperial-Pigeon,poipig1
Ducula galeata,Nuku Hiva Imperial-Pigeon,marimp1
Ducula myristicivora,Spice Imperial-Pigeon,spipig1
Ducula geelvinkiana,Geelvink Imperial-Pigeon,spiimp2
Ducula rufigaster,Purple-tailed Imperial-Pigeon,ptipig1
Ducula basilica,Cinnamon-bellied Imperial-Pigeon,cbipig2
Ducula basilica basilica,Cinnamon-bellied Imperial-Pigeon (Gray-naped),cibimp1
Ducula basilica obiensis,Cinnamon-bellied Imperial-Pigeon (Golden-naped),cibimp2
Ducula finschii,Finsch's Imperial-Pigeon,fiipig1
Ducula chalconota,Rufescent Imperial-Pigeon,rufimp1
Ducula chalconota chalconota,Rufescent Imperial-Pigeon (Purple-rumped),rufimp2
Ducula chalconota smaragdina,Rufescent Imperial-Pigeon (Green-rumped),rufimp3
Ducula pistrinaria,Island Imperial-Pigeon,isipig1
Ducula rosacea,Pink-headed Imperial-Pigeon,phipig1
Ducula whartoni,Christmas Island Imperial-Pigeon,ciipig1
Ducula pickeringii,Gray Imperial-Pigeon,gryimp1
Ducula latrans,Barking Imperial-Pigeon,peipig1
Columba vitiensis/Ducula latrans,Metallic Pigeon/Barking Imperial-Pigeon,y01277
Ducula brenchleyi,Chestnut-bellied Imperial-Pigeon,cbipig1
Ducula bakeri,Baker's Imperial-Pigeon,baipig1
Ducula goliath,New Caledonian Imperial-Pigeon,ncipig1
Ducula pinon,Pinon's Imperial-Pigeon,piipig2
Ducula pinon pinon/jobiensis,Pinon's Imperial-Pigeon (Gray-headed),pinimp1
Ducula pinon salvadorii,Pinon's Imperial-Pigeon (Pink-headed),pinimp2
Ducula melanochroa,Bismarck Imperial-Pigeon,biipig1
Ducula mullerii,Collared Imperial-Pigeon,coipig1
Ducula zoeae,Zoe's Imperial-Pigeon,zoeimp1
Ducula cuprea,Malabar Imperial-Pigeon,mouimp1
Ducula badia,Mountain Imperial-Pigeon,moipig1
Ducula lacernulata,Dark-backed Imperial-Pigeon,dbipig1
Ducula lacernulata lacernulata,Dark-backed Imperial-Pigeon (Gray-headed),dabimp1
Ducula lacernulata williami,Dark-backed Imperial-Pigeon (Pink-headed),dabimp2
Ducula lacernulata sasakensis,Dark-backed Imperial-Pigeon (Gray-crowned),dabimp3
Ducula cineracea,Timor Imperial-Pigeon,tiipig1
Ducula bicolor,Pied Imperial-Pigeon,piipig1
Ducula subflavescens,Yellowish Imperial-Pigeon,torimp2
Ducula spilorrhoa,Torresian Imperial-Pigeon,torimp1
Ducula luctuosa,Silver-tipped Imperial-Pigeon,whiimp1
Ducula sp.,imperial-pigeon sp.,imperi1
Lopholaimus antarcticus,Topknot Pigeon,toppig1
Hemiphaga novaeseelandiae,New Zealand Pigeon,nezpig2
Hemiphaga novaeseelandiae spadicea,New Zealand Pigeon (Norfolk I.),noipig1
Hemiphaga novaeseelandiae novaeseelandiae,New Zealand Pigeon (New Zealand),nezpig1
Hemiphaga chathamensis,Chatham Islands Pigeon,nezpig3
Cryptophaps poecilorrhoa,Sombre Pigeon,sompig2
Gymnophaps albertisii,Papuan Mountain-Pigeon,pampig2
Gymnophaps mada,Buru Mountain-Pigeon,lotmop1
Gymnophaps stalkeri,Seram Mountain-Pigeon,lotmop2
Gymnophaps solomonensis,Pale Mountain-Pigeon,pampig1
Columbidae sp.,pigeon/dove sp.,dove1
Mesitornis variegatus,White-breasted Mesite,whbmes2
Mesitornis unicolor,Brown Mesite,bromes1
Monias benschi,Subdesert Mesite,submes1
Syrrhaptes tibetanus,Tibetan Sandgrouse,tibsan1
Syrrhaptes paradoxus,Pallas's Sandgrouse,palsan1
Pterocles alchata,Pin-tailed Sandgrouse,pitsan1
Pterocles alchata alchata,Pin-tailed Sandgrouse (Iberian),pitsan2
Pterocles alchata caudacutus,Pin-tailed Sandgrouse (Pin-tailed),pitsan3
Pterocles namaqua,Namaqua Sandgrouse,namsan1
Pterocles exustus,Chestnut-bellied Sandgrouse,chbsan
Pterocles exustus [exustus Group],Chestnut-bellied Sandgrouse (African),chbsan1
Pterocles exustus erlangeri,Chestnut-bellied Sandgrouse (Arabian),chbsan2
Pterocles exustus hindustan,Chestnut-bellied Sandgrouse (Asian),chbsan3
Pterocles senegallus,Spotted Sandgrouse,sposan1
Pterocles orientalis,Black-bellied Sandgrouse,blbsan1
Pterocles gutturalis,Yellow-throated Sandgrouse,yetsan1
Pterocles coronatus,Crowned Sandgrouse,crosan1
Pterocles decoratus,Black-faced Sandgrouse,blfsan1
Pterocles personatus,Madagascar Sandgrouse,madsan1
Pterocles lichtensteinii,Lichtenstein's Sandgrouse,licsan1
Pterocles lichtensteinii [lichtensteinii Group],Lichtenstein's Sandgrouse (Lichtenstein's),licsan2
Pterocles lichtensteinii arabicus,Lichtenstein's Sandgrouse (Close-barred),licsan3
Pterocles bicinctus,Double-banded Sandgrouse,dobsan1
Pterocles quadricinctus,Four-banded Sandgrouse,fobsan1
Pterocles indicus,Painted Sandgrouse,paisan1
Pterocles burchelli,Burchell's Sandgrouse,bursan1
Pterocles sp.,sandgrouse sp.,sandgr1
Otis tarda,Great Bustard,grebus1
Ardeotis arabs,Arabian Bustard,arabus1
Ardeotis kori,Kori Bustard,korbus1
Ardeotis nigriceps,Great Indian Bustard,indbus1
Ardeotis australis,Australian Bustard,ausbus1
Chlamydotis undulata,African Houbara,houbus1
Chlamydotis undulata fuertaventurae,African Houbara (Canary Is.),houbus2
Chlamydotis undulata undulata,African Houbara (North African),houbus3
Chlamydotis macqueenii,Asian Houbara,macbus1
Neotis ludwigii,Ludwig's Bustard,ludbus1
Neotis denhami,Denham's Bustard,stabus1
Neotis denhami denhami,Denham's Bustard (Denham's),denbus1
Neotis denhami jacksoni,Denham's Bustard (Jackson's),denbus2
Neotis denhami stanleyi,Denham's Bustard (Stanley's),denbus3
Neotis heuglinii,Heuglin's Bustard,heubus1
Neotis nuba,Nubian Bustard,nubbus1
Eupodotis senegalensis,White-bellied Bustard,whbbus2
Eupodotis senegalensis [senegalensis Group],White-bellied Bustard (White-bellied),whbbus1
Eupodotis senegalensis barrowii/mackenziei,White-bellied Bustard (Barrow's),whbbus3
Eupodotis caerulescens,Blue Bustard,blubus1
Heterotetrax vigorsii,Karoo Bustard,karbus1
Heterotetrax rueppelii,Rüppell's Bustard,ruebus1
Heterotetrax humilis,Little Brown Bustard,libbus1
Lophotis savilei,Savile's Bustard,savbus1
Lophotis gindiana,Buff-crested Bustard,bucbus1
Lophotis ruficrista,Red-crested Bustard,recbus1
Afrotis afra,Black Bustard,blabus3
Afrotis afraoides,White-quilled Bustard,whqbus1
Lissotis melanogaster,Black-bellied Bustard,bkbbus1
Lissotis hartlaubii,Hartlaub's Bustard,harbus2
Houbaropsis bengalensis,Bengal Florican,benflo2
Sypheotides indicus,Lesser Florican,lesflo2
Tetrax tetrax,Little Bustard,litbus1
Otididae sp.,bustard sp.,bustar1
Corythaeola cristata,Great Blue Turaco,grbtur1
Crinifer concolor,Gray Go-away-bird,grygab1
Crinifer personatus,Bare-faced Go-away-bird,bfgbir1
Crinifer personatus personatus,Bare-faced Go-away-bird (Brown-faced),bafgab1
Crinifer personatus leopoldi,Bare-faced Go-away-bird (Black-faced),bafgab2
Crinifer leucogaster,White-bellied Go-away-bird,wbgbir1
Crinifer piscator,Western Plantain-eater,wesple1
Crinifer zonurus,Eastern Plantain-eater,easple1
Gallirex johnstoni,Rwenzori Turaco,ruwtur2
Gallirex johnstoni johnstoni,Rwenzori Turaco (Rwenzori),ruwtur1
Gallirex johnstoni bredoi,Rwenzori Turaco (Mt. Kabobo),ruwtur3
Gallirex johnstoni kivuensis,Rwenzori Turaco (Kivu),ruwtur4
Gallirex porphyreolophus,Purple-crested Turaco,puctur2
Menelikornis leucotis,White-cheeked Turaco,whctur1
Menelikornis leucotis leucotis,White-cheeked Turaco (White-cheeked),whctur3
Menelikornis leucotis donaldsoni,White-cheeked Turaco (Donaldson's),whctur4
Menelikornis ruspolii,Prince Ruspoli's Turaco,prrtur1
Menelikornis leucotis x ruspolii,White-cheeked x Prince Ruspoli's Turaco (hybrid),x00800
Tauraco violaceus,Violet Turaco,viotur1
Tauraco rossae,Ross's Turaco,rostur1
Tauraco macrorhynchus,Yellow-billed Turaco,yebtur1
Tauraco macrorhynchus macrorhynchus,Yellow-billed Turaco (Yellow-billed),yebtur2
Tauraco macrorhynchus verreauxii,Yellow-billed Turaco (Verreaux's),yebtur3
Tauraco bannermani,Bannerman's Turaco,bantur1
Tauraco leucolophus,White-crested Turaco,whctur2
Tauraco schuettii,Black-billed Turaco,blbtur1
Tauraco schuettii emini,Black-billed Turaco (Green-rumped),bkbtur1
Tauraco schuettii schuettii,Black-billed Turaco (Black-rumped),bkbtur2
Tauraco schalowi,Schalow's Turaco,schtur1
Tauraco erythrolophus,Red-crested Turaco,rectur1
Tauraco persa,Guinea Turaco,guitur1
Tauraco persa buffoni,Guinea Turaco (Buffon's),guitur2
Tauraco persa persa/zenkeri,Guinea Turaco (Guinea),guitur3
Tauraco hartlaubi,Hartlaub's Turaco,hartur1
Tauraco fischeri,Fischer's Turaco,fistur1
Tauraco fischeri fischeri,Fischer's Turaco (Fischer's),fistur2
Tauraco fischeri zanzibaricus,Fischer's Turaco (Zanzibar),fistur3
Tauraco livingstonii,Livingstone's Turaco,livtur1
Tauraco corythaix,Knysna Turaco,knytur1
Tauraco corythaix phoebus,Knysna Turaco (Northern),knytur2
Tauraco corythaix corythaix,Knysna Turaco (Southern),knytur3
Tauraco sp.,Tauraco sp.,taurac1
Musophagidae sp.,turaco sp.,turaco1
Guira guira,Guira Cuckoo,guicuc1
Crotophaga major,Greater Ani,greani1
Crotophaga ani,Smooth-billed Ani,smbani
Crotophaga sulcirostris,Groove-billed Ani,grbani
Crotophaga ani/sulcirostris,Smooth-billed/Groove-billed Ani,y00498
Tapera naevia,Striped Cuckoo,strcuc1
Dromococcyx phasianellus,Pheasant Cuckoo,phecuc1
Dromococcyx pavoninus,Pavonine Cuckoo,pavcuc1
Morococcyx erythropygus,Lesser Ground-Cuckoo,legcuc1
Geococcyx velox,Lesser Roadrunner,lesroa1
Geococcyx californianus,Greater Roadrunner,greroa
Geococcyx velox/californianus,Lesser/Greater Roadrunner,y00957
Neomorphus geoffroyi,Rufous-vented Ground-Cuckoo,rvgcuc1
Neomorphus squamiger,Scaled Ground-Cuckoo,scgcuc1
Neomorphus radiolosus,Banded Ground-Cuckoo,bagcuc1
Neomorphus rufipennis,Rufous-winged Ground-Cuckoo,rwgcuc1
Neomorphus pucheranii,Red-billed Ground-Cuckoo,rbgcuc1
Carpococcyx viridis,Sumatran Ground-Cuckoo,sugcuc1
Carpococcyx radiceus,Bornean Ground-Cuckoo,bogcuc1
Carpococcyx renauldi,Coral-billed Ground-Cuckoo,cbgcuc1
Coua cristata,Crested Coua,crecou1
Coua cristata cristata/dumonti,Crested Coua (Crested),crecou2
Coua cristata pyropyga/maxima,Crested Coua (Chestnut-vented),crecou7
Coua verreauxi,Verreaux's Coua,vercou1
Coua caerulea,Blue Coua,blucou1
Coua ruficeps,Red-capped Coua,reccou2
Coua olivaceiceps,Olive-capped Coua,reccou3
Coua reynaudii,Red-fronted Coua,refcou1
Coua coquereli,Coquerel's Coua,coqcou1
Coua cursor,Running Coua,runcou1
Coua gigas,Giant Coua,giacou1
Coua delalandei,Snail-eating Coua,snecou1
Coua serriana,Red-breasted Coua,rebcou1
Coua sp.,coua sp.,coua1
Centropus milo,Buff-headed Coucal,buhcou1
Centropus ateralbus,Pied Coucal,piecou1
Centropus chalybeus,Biak Coucal,biacou1
Centropus menbeki,Greater Black Coucal,grbcou1
Centropus unirufus,Rufous Coucal,rufcou1
Centropus chlororhynchos,Green-billed Coucal,grbcou2
Centropus melanops,Black-faced Coucal,blfcou1
Centropus rectunguis,Short-toed Coucal,shtcou1
Centropus steerii,Black-hooded Coucal,blhcou1
Centropus celebensis,Bay Coucal,baycou1
Centropus anselli,Gabon Coucal,gabcou1
Centropus leucogaster,Black-throated Coucal,bltcou1
Centropus senegalensis,Senegal Coucal,sencou1
Centropus monachus,Blue-headed Coucal,blhcou2
Centropus cupreicaudus,Coppery-tailed Coucal,cotcou1
Centropus superciliosus,White-browed Coucal,whbcou2
Centropus burchellii,Burchell's Coucal,whbcou3
Centropus superciliosus x burchellii,White-browed x Burchell's Coucal (hybrid),x01122
Centropus superciliosus/burchellii,White-browed/Burchell's Coucal,whbcou1
Centropus nigrorufus,Sunda Coucal,suncou1
Centropus andamanensis,Andaman Coucal,andcou1
Centropus sinensis,Greater Coucal,grecou1
Centropus sinensis [sinensis Group],Greater Coucal (Greater),grecou2
Centropus sinensis parroti,Greater Coucal (Southern),grecou3
Centropus goliath,Goliath Coucal,golcou1
Centropus toulou,Malagasy Coucal,madcou1
Centropus grillii,Black Coucal,blacou1
Centropus viridis,Philippine Coucal,phicou1
Centropus bengalensis,Lesser Coucal,lescou1
Centropus sinensis/bengalensis,Greater/Lesser Coucal,y01087
Centropus violaceus,Violaceous Coucal,viocou1
Centropus bernsteini,Lesser Black Coucal,lebcou1
Centropus phasianinus,Pheasant Coucal,phecou2
Centropus phasianinus mui,Pheasant Coucal (Timor),phecou3
Centropus phasianinus spilopterus,Pheasant Coucal (Kai),kaicou1
Centropus phasianinus [phasianinus Group],Pheasant Coucal (Pheasant),phecou1
Centropus sp.,coucal sp.,coucal1
Rhinortha chlorophaea,Raffles's Malkoha,rafmal1
Ceuthmochares aereus,Blue Malkoha,yellow5
Ceuthmochares australis,Green Malkoha,yellow6
Taccocua leschenaultii,Sirkeer Malkoha,sirmal1
Zanclostomus javanicus,Red-billed Malkoha,rebmal2
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,chbmal2
Phaenicophaeus oeneicaudus,Mentawai Malkoha,chbmal3
Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,chbmal1
Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,refmal1
Phaenicophaeus viridirostris,Blue-faced Malkoha,blfmal1
Phaenicophaeus diardi,Black-bellied Malkoha,blbmal1
Phaenicophaeus tristis,Green-billed Malkoha,grbmal1
Rhamphococcyx calyorhynchus,Yellow-billed Malkoha,yebmal1
Dasylophus superciliosus,Red-crested Malkoha,recmal1
Dasylophus cumingi,Scale-feathered Malkoha,scfmal1
Cuculidae sp. (malkoha sp.),malkoha sp.,malkoh1
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1
Clamator glandarius,Great Spotted Cuckoo,grscuc1
Clamator levaillantii,Levaillant's Cuckoo,levcuc1
Clamator jacobinus,Pied Cuckoo,piecuc1
Coccycua minuta,Little Cuckoo,litcuc2
Coccycua pumila,Dwarf Cuckoo,dwacuc1
Coccycua cinerea,Ash-colored Cuckoo,asccuc1
Piaya cayana,Squirrel Cuckoo,squcuc1
Piaya cayana mexicana,Squirrel Cuckoo (West Mexico),squcuc2
Piaya cayana thermophila,Squirrel Cuckoo (Middle America),squcuc3
Piaya cayana nigricrissa,Squirrel Cuckoo (nigricrissa),squcuc5
Piaya cayana [cayana Group],Squirrel Cuckoo (Amazonian),squcuc4
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1
Piaya cayana/melanogaster,Squirrel/Black-bellied Cuckoo,y00857
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1
Coccyzus americanus/euleri,Yellow-billed/Pearly-breasted Cuckoo,y00958
Coccyzus minor,Mangrove Cuckoo,mancuc
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1
Coccyzus erythropthalmus,Black-billed Cuckoo,bkbcuc
Coccyzus americanus/erythropthalmus,Yellow-billed/Black-billed Cuckoo,y00616
Coccyzus lansbergi,Gray-capped Cuckoo,gyccuc
Coccyzus pluvialis,Chestnut-bellied Cuckoo,chbcuc4
Coccyzus rufigularis,Bay-breasted Cuckoo,babcuc4
Coccyzus vetula,Jamaican Lizard-Cuckoo,jamlic1
Coccyzus vieilloti,Puerto Rican Lizard-Cuckoo,purlic1
Coccyzus merlini,Great Lizard-Cuckoo,grelic1
Coccyzus merlini bahamensis,Great Lizard-Cuckoo (Bahamas),grelic2
Coccyzus merlini [merlini Group],Great Lizard-Cuckoo (Cuban),grelic3
Coccyzus longirostris,Hispaniolan Lizard-Cuckoo,hislic1
Coccyzus sp.,Coccyzus sp.,coccyz1
Nannococcyx psix,St. Helena Cuckoo,sthcuc1
Pachycoccyx audeberti,Thick-billed Cuckoo,thbcuc1
Pachycoccyx audeberti validus/brazzae,Thick-billed Cuckoo (African),thbcuc2
Pachycoccyx audeberti audeberti,Thick-billed Cuckoo (Madagascar),thbcuc3
Microdynamis parva,Dwarf Koel,dwakoe1
Eudynamys scolopaceus,Asian Koel,asikoe2
Eudynamys melanorhynchus,Black-billed Koel,bkbkoe1
Eudynamys orientalis,Pacific Koel,asikoe3
Eudynamys orientalis [orientalis Group],Pacific Koel (Oriental),packoe1
Eudynamys orientalis cyanocephalus/subcyanocephalus,Pacific Koel (Australian),packoe2
Eudynamys sp.,Eudynamys sp.,eudyna1
Urodynamis taitensis,Long-tailed Koel,lotkoe1
Scythrops novaehollandiae,Channel-billed Cuckoo,chbcuc2
Chrysococcyx maculatus,Asian Emerald Cuckoo,asecuc1
Chrysococcyx xanthorhynchus,Violet Cuckoo,viocuc1
Chrysococcyx maculatus/xanthorhynchus,Asian Emerald/Violet Cuckoo,y00855
Chrysococcyx caprius,Dideric Cuckoo,didcuc1
Chrysococcyx klaas,Klaas's Cuckoo,klacuc1
Chrysococcyx caprius/klaas,Dideric/Klaas's Cuckoo,y00856
Chrysococcyx flavigularis,Yellow-throated Cuckoo,yetcuc1
Chrysococcyx cupreus,African Emerald Cuckoo,afecuc1
Chrysococcyx cupreus cupreus,African Emerald Cuckoo (African),afecuc2
Chrysococcyx cupreus intermedius,African Emerald Cuckoo (Bioko),afecuc3
Chrysococcyx cupreus insularum,African Emerald Cuckoo (Insular),afecuc4
Chrysococcyx sp.,Chrysococcyx sp.,chryso2
Chrysococcyx/Chalcites sp.,Chrysococcyx/Chalcites sp.,chryso1
Chalcites megarhynchus,Long-billed Cuckoo,lobcuc1
Chalcites basalis,Horsfield's Bronze-Cuckoo,hobcuc1
Chalcites osculans,Black-eared Cuckoo,blecuc1
Chalcites ruficollis,Rufous-throated Bronze-Cuckoo,rtbcuc1
Chalcites lucidus,Shining Bronze-Cuckoo,shbcuc1
Chalcites lucidus harterti,Shining Bronze-Cuckoo (Solomons),shibrc1
Chalcites lucidus layardi,Shining Bronze-Cuckoo (New Caledonian),shibrc2
Chalcites lucidus lucidus,Shining Bronze-Cuckoo (Shining),shibrc3
Chalcites lucidus plagosus,Shining Bronze-Cuckoo (Golden),shibrc4
Chalcites meyerii,White-eared Bronze-Cuckoo,webcuc1
Chalcites minutillus,Little Bronze-Cuckoo,libcuc1
Chalcites minutillus [minutillus Group],Little Bronze-Cuckoo (Little),litbrc1
Chalcites minutillus [poecilurus Group],Little Bronze-Cuckoo (Gould's),litbrc2
Chalcites minutillus rufomerus/salvadorii,Little Bronze-Cuckoo (Banda),litbrc3
Chalcites lucidus/minutillus,Shining/Little Bronze-Cuckoo,y00854
Chalcites crassirostris,Pied Bronze-Cuckoo,litbrc5
Chalcites sp. (bronze-cuckoo sp.),bronze-cuckoo sp.,bronze1
Chalcites sp.,Chalcites sp.,chalci1
Heteroscenes pallidus,Pallid Cuckoo,palcuc1
Caliechthrus leucolophus,White-crowned Cuckoo,whckoe1
Cacomantis castaneiventris,Chestnut-breasted Cuckoo,chbcuc3
Cacomantis flabelliformis,Fan-tailed Cuckoo,fatcuc1
Cacomantis flabelliformis [flabelliformis Group],Fan-tailed Cuckoo (Sahul),fatcuc7
Cacomantis flabelliformis pyrrophanus,Fan-tailed Cuckoo (New Caledonian),fatcuc4
Cacomantis flabelliformis schistaceigularis,Fan-tailed Cuckoo (Vanuatu),fatcuc5
Cacomantis flabelliformis simus,Fan-tailed Cuckoo (Fiji),fatcuc6
Cacomantis castaneiventris/flabelliformis,Chestnut-breasted/Fan-tailed Cuckoo,y01325
Cacomantis sonneratii,Banded Bay Cuckoo,babcuc2
Cacomantis merulinus,Plaintive Cuckoo,placuc1
Cacomantis passerinus,Gray-bellied Cuckoo,placuc3
Cacomantis merulinus/passerinus,Plaintive/Gray-bellied Cuckoo,y00783
Cacomantis sepulcralis,Sunda Brush Cuckoo,brucuc2
Cacomantis virescens,Sulawesi Brush Cuckoo,brucuc5
Cacomantis aeruginosus,Moluccan Brush Cuckoo,molcuc1
Cacomantis variolosus,Sahul Brush Cuckoo,brucuc3
Cacomantis sepulcralis/variolosus,Sunda/Sahul Brush Cuckoo,y01336
Cacomantis aeruginosus/variolosus,Moluccan/Sahul Brush Cuckoo,y01332
Cacomantis [undescribed form],Tanimbar Brush Cuckoo (undescribed form),brucuc15
Cacomantis addendus,Solomons Brush Cuckoo,brucuc13
Cacomantis blandus,Manus Brush Cuckoo,brucuc10
Cacomantis sp.,Cacomantis sp.,cacoma1
Cercococcyx mechowi,Dusky Long-tailed Cuckoo,dltcuc1
Cercococcyx olivinus,Olive Long-tailed Cuckoo,oltcuc1
Cercococcyx montanus,Barred Long-tailed Cuckoo,bltcuc1
Cercococcyx montanus montanus,Barred Long-tailed Cuckoo (Njombo's),bltcuc2
Cercococcyx montanus patulus,Barred Long-tailed Cuckoo (Eastern),bltcuc3
Cercococcyx sp.,Cercococcyx sp.,cercoc1
Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,asidrc2
Surniculus velutinus,Philippine Drongo-Cuckoo,phidrc1
Surniculus lugubris,Square-tailed Drongo-Cuckoo,asidrc3
Surniculus dicruroides/lugubris,Fork-tailed/Square-tailed Drongo-Cuckoo,y00784
Surniculus musschenbroeki,Moluccan Drongo-Cuckoo,asidrc4
Hierococcyx vagans,Moustached Hawk-Cuckoo,mohcuc1
Hierococcyx sparverioides,Large Hawk-Cuckoo,larhac2
Hierococcyx bocki,Dark Hawk-Cuckoo,larhac1
Hierococcyx sparverioides/bocki,Large/Dark Hawk-Cuckoo,lahcuc1
Hierococcyx varius,Common Hawk-Cuckoo,cohcuc1
Hierococcyx sparverioides/varius,Large/Common Hawk-Cuckoo,y01091
Hierococcyx hyperythrus,Northern Hawk-Cuckoo,nohcuc1
Hierococcyx pectoralis,Philippine Hawk-Cuckoo,phhcuc1
Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,hodhac1
Hierococcyx fugax,Malaysian Hawk-Cuckoo,malhac1
Hierococcyx sp.,hawk-cuckoo sp.,hawkcu1
Cuculus clamosus,Black Cuckoo,blacuc1
Cuculus clamosus gabonensis,Black Cuckoo (Rufous-throated),blkcuc1
Cuculus clamosus clamosus,Black Cuckoo (Black),blkcuc2
Cuculus solitarius,Red-chested Cuckoo,reccuc1
Cuculus poliocephalus,Lesser Cuckoo,lescuc1
Cuculus crassirostris,Sulawesi Cuckoo,suhcuc1
Cuculus micropterus,Indian Cuckoo,indcuc1
Cuculus poliocephalus/micropterus,Lesser/Indian Cuckoo,y01093
Cuculus gularis,African Cuckoo,afrcuc1
